"","Territorio","Año","Fecha","Pollos","Panal","Edad","Vertebrado","ID","Juliano","Presa"
"273","P. LIMENS","2018",2018-08-07,"1","G",37,NA,"P. LIMENS 2018",219,"VELUTINA"
"274","P. LIMENS","2018",2018-08-07,"1","P",37,NA,"P. LIMENS 2018",219,"VESPULA"
"275","P. LIMENS","2018",2018-08-08,"1","P",38,NA,"P. LIMENS 2018",220,"VESPULA"
"276","P. LIMENS","2018",2018-08-08,"1","P",38,NA,"P. LIMENS 2018",220,"VESPULA"
"277","P. LIMENS","2018",2018-08-08,"1","P",38,NA,"P. LIMENS 2018",220,"VESPULA"
"278","P. LIMENS","2018",2018-08-09,"1","P",39,NA,"P. LIMENS 2018",221,"VESPULA"
"279","P. LIMENS","2018",2018-08-09,"1","P",39,NA,"P. LIMENS 2018",221,"VESPULA"
"280","P. LIMENS","2018",2018-08-09,"1","P",39,NA,"P. LIMENS 2018",221,"VESPULA"
"281","P. LIMENS","2018",2018-08-09,"1","P",39,NA,"P. LIMENS 2018",221,"VESPULA"
"282","P. LIMENS","2018",2018-08-09,"1","P",39,NA,"P. LIMENS 2018",221,"VESPULA"
"283","P. LIMENS","2018",2018-08-09,"1","P",39,NA,"P. LIMENS 2018",221,"VESPULA"
"284","REXENXO","2018",2018-07-24,"2","G",25,NA,"REXENXO 2018",205,"VELUTINA"
"285","REXENXO","2018",2018-07-24,"2","P",25,NA,"REXENXO 2018",205,"VESPULA"
"286","REXENXO","2018",2018-07-24,"2",NA,25,"AVE","REXENXO 2018",205,"AVE"
"287","REXENXO","2018",2018-07-24,"2","G",25,NA,"REXENXO 2018",205,"VELUTINA"
"288","REXENXO","2018",2018-07-24,"2","G",25,NA,"REXENXO 2018",205,"VELUTINA"
"289","REXENXO","2018",2018-07-24,"2",NA,25,"AVE","REXENXO 2018",205,"AVE"
"290","REXENXO","2018",2018-07-24,"2","G",25,NA,"REXENXO 2018",205,"VELUTINA"
"291","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"292","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"293","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"294","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"295","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"296","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"297","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"298","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"299","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"300","REXENXO","2018",2018-07-25,"2","G",26,NA,"REXENXO 2018",206,"VELUTINA"
"301","REXENXO","2018",2018-07-26,"2","P",27,NA,"REXENXO 2018",207,"VESPULA"
"302","REXENXO","2018",2018-07-26,"2",NA,27,"AVE","REXENXO 2018",207,"AVE"
"303","REXENXO","2018",2018-07-26,"2","G",27,NA,"REXENXO 2018",207,"VELUTINA"
"304","REXENXO","2018",2018-07-26,"2","G",27,NA,"REXENXO 2018",207,"VELUTINA"
"305","REXENXO","2018",2018-07-26,"2","G",27,NA,"REXENXO 2018",207,"VELUTINA"
"306","REXENXO","2018",2018-07-26,"2","G",27,NA,"REXENXO 2018",207,"VELUTINA"
"307","REXENXO","2018",2018-07-27,"2","G",28,NA,"REXENXO 2018",208,"VELUTINA"
"308","REXENXO","2018",2018-07-27,"2","P",28,NA,"REXENXO 2018",208,"VESPULA"
"309","REXENXO","2018",2018-07-27,"2","P",28,NA,"REXENXO 2018",208,"VESPULA"
"310","REXENXO","2018",2018-07-27,"2","G",28,NA,"REXENXO 2018",208,"VELUTINA"
"311","REXENXO","2018",2018-07-28,"2","G",29,NA,"REXENXO 2018",209,"VELUTINA"
"312","REXENXO","2018",2018-07-28,"2","G",29,NA,"REXENXO 2018",209,"VELUTINA"
"313","REXENXO","2018",2018-07-28,"2","P",29,NA,"REXENXO 2018",209,"VESPULA"
"314","REXENXO","2018",2018-07-28,"2","P",29,NA,"REXENXO 2018",209,"VESPULA"
"315","REXENXO","2018",2018-07-28,"2","P",29,NA,"REXENXO 2018",209,"VESPULA"
"316","REXENXO","2018",2018-07-28,"2","G",29,NA,"REXENXO 2018",209,"VELUTINA"
"317","REXENXO","2018",2018-07-29,"2","P",30,NA,"REXENXO 2018",210,"VESPULA"
"318","REXENXO","2018",2018-07-29,"2","P",30,NA,"REXENXO 2018",210,"VESPULA"
"319","REXENXO","2018",2018-07-29,"2",NA,30,"AVE","REXENXO 2018",210,"AVE"
"320","REXENXO","2018",2018-07-29,"2","G",30,NA,"REXENXO 2018",210,"VELUTINA"
"321","REXENXO","2018",2018-07-29,"2","G",30,NA,"REXENXO 2018",210,"VELUTINA"
"322","REXENXO","2018",2018-07-29,"2","G",30,NA,"REXENXO 2018",210,"VELUTINA"
"323","REXENXO","2018",2018-07-29,"2",NA,30,"AVE","REXENXO 2018",210,"AVE"
"324","REXENXO","2018",2018-07-29,"2","G",30,NA,"REXENXO 2018",210,"VELUTINA"
"325","REXENXO","2018",2018-07-30,"2","G",31,NA,"REXENXO 2018",211,"VELUTINA"
"326","REXENXO","2018",2018-07-30,"2","G",31,NA,"REXENXO 2018",211,"VELUTINA"
"327","REXENXO","2018",2018-07-30,"2","P",31,NA,"REXENXO 2018",211,"VESPULA"
"328","REXENXO","2018",2018-07-31,"2",NA,32,"REPTIL","REXENXO 2018",212,"REPTIL"
"329","REXENXO","2018",2018-07-31,"2","G",32,NA,"REXENXO 2018",212,"VELUTINA"
"330","REXENXO","2018",2018-07-31,"2","G",32,NA,"REXENXO 2018",212,"VELUTINA"
"331","REXENXO","2018",2018-07-31,"2","P",32,NA,"REXENXO 2018",212,"VESPULA"
"332","REXENXO","2018",2018-07-31,"2",NA,32,"AVE","REXENXO 2018",212,"AVE"
"333","REXENXO","2018",2018-07-31,"2",NA,32,"AVE","REXENXO 2018",212,"AVE"
"334","REXENXO","2018",2018-07-31,"2","G",32,NA,"REXENXO 2018",212,"VELUTINA"
"335","REXENXO","2018",2018-07-31,"2","G",32,NA,"REXENXO 2018",212,"VELUTINA"
"336","REXENXO","2018",2018-07-31,"2","P",32,NA,"REXENXO 2018",212,"VESPULA"
"337","REXENXO","2018",2018-08-01,"2","G",33,NA,"REXENXO 2018",213,"VELUTINA"
"338","REXENXO","2018",2018-08-01,"2","G",33,NA,"REXENXO 2018",213,"VELUTINA"
"339","REXENXO","2018",2018-08-01,"2",NA,33,"AVE","REXENXO 2018",213,"AVE"
"340","REXENXO","2018",2018-08-01,"2","G",33,NA,"REXENXO 2018",213,"VELUTINA"
"341","REXENXO","2018",2018-08-01,"2","P",33,NA,"REXENXO 2018",213,"VESPULA"
"342","REXENXO","2018",2018-08-01,"2","P",33,NA,"REXENXO 2018",213,"VESPULA"
"343","REXENXO","2018",2018-08-02,"2","G",34,NA,"REXENXO 2018",214,"VELUTINA"
"344","REXENXO","2018",2018-08-02,"2","G",34,NA,"REXENXO 2018",214,"VELUTINA"
"345","REXENXO","2018",2018-08-02,"2","G",34,NA,"REXENXO 2018",214,"VELUTINA"
"346","REXENXO","2018",2018-08-02,"2","G",34,NA,"REXENXO 2018",214,"VELUTINA"
"347","REXENXO","2018",2018-08-02,"2","G",34,NA,"REXENXO 2018",214,"VELUTINA"
"348","REXENXO","2018",2018-08-03,"2","G",35,NA,"REXENXO 2018",215,"VELUTINA"
"349","REXENXO","2018",2018-08-03,"2","G",35,NA,"REXENXO 2018",215,"VELUTINA"
"350","REXENXO","2018",2018-08-03,"2","G",35,NA,"REXENXO 2018",215,"VELUTINA"
"351","REXENXO","2018",2018-08-03,"2","G",35,NA,"REXENXO 2018",215,"VELUTINA"
"352","REXENXO","2018",2018-08-03,"2","G",35,NA,"REXENXO 2018",215,"VELUTINA"
"353","REXENXO","2018",2018-08-03,"2","G",35,NA,"REXENXO 2018",215,"VELUTINA"
"354","REXENXO","2018",2018-08-03,"2","G",35,NA,"REXENXO 2018",215,"VELUTINA"
"355","ADEVESA","2019",2019-07-23,"2",NA,21,"REPTIL","ADEVESA 2019",204,"REPTIL"
"356","ADEVESA","2019",2019-07-23,"2","P",21,NA,"ADEVESA 2019",204,"VESPULA"
"357","ADEVESA","2019",2019-07-23,"2","P",21,NA,"ADEVESA 2019",204,"VESPULA"
"358","ADEVESA","2019",2019-07-23,"2","P",21,NA,"ADEVESA 2019",204,"VESPULA"
"359","ADEVESA","2019",2019-07-23,"2","P",21,NA,"ADEVESA 2019",204,"VESPULA"
"360","ADEVESA","2019",2019-07-23,"2","P",21,NA,"ADEVESA 2019",204,"VESPULA"
"361","ADEVESA","2019",2019-07-24,"2","P",22,NA,"ADEVESA 2019",205,"VESPULA"
"362","ADEVESA","2019",2019-07-24,"2","P",22,NA,"ADEVESA 2019",205,"VESPULA"
"363","ADEVESA","2019",2019-07-24,"2","G",22,NA,"ADEVESA 2019",205,"VELUTINA"
"364","ADEVESA","2019",2019-07-24,"2","G",22,NA,"ADEVESA 2019",205,"VELUTINA"
"365","ADEVESA","2019",2019-07-25,"2","P",23,NA,"ADEVESA 2019",206,"VESPULA"
"366","ADEVESA","2019",2019-07-25,"2",NA,23,"REPTIL","ADEVESA 2019",206,"REPTIL"
"367","ADEVESA","2019",2019-07-25,"2","P",23,NA,"ADEVESA 2019",206,"VESPULA"
"368","ADEVESA","2019",2019-07-25,"2","P",23,NA,"ADEVESA 2019",206,"VESPULA"
"369","ADEVESA","2019",2019-07-26,"2","P",24,NA,"ADEVESA 2019",207,"VESPULA"
"370","ADEVESA","2019",2019-07-26,"2","P",24,NA,"ADEVESA 2019",207,"VESPULA"
"371","ADEVESA","2019",2019-07-26,"2",NA,24,"REPTIL","ADEVESA 2019",207,"REPTIL"
"372","ADEVESA","2019",2019-07-26,"2","P",24,NA,"ADEVESA 2019",207,"VESPULA"
"373","ADEVESA","2019",2019-07-26,"2","P",24,NA,"ADEVESA 2019",207,"VESPULA"
"374","ADEVESA","2019",2019-07-26,"2","P",24,NA,"ADEVESA 2019",207,"VESPULA"
"375","ADEVESA","2019",2019-07-26,"2","P",24,NA,"ADEVESA 2019",207,"VESPULA"
"376","ADEVESA","2019",2019-07-26,"2","P",24,NA,"ADEVESA 2019",207,"VESPULA"
"377","ADEVESA","2019",2019-07-26,"2","G",24,NA,"ADEVESA 2019",207,"VELUTINA"
"378","ADEVESA","2019",2019-07-27,"2","P",25,NA,"ADEVESA 2019",208,"VESPULA"
"379","ADEVESA","2019",2019-07-27,"2",NA,25,"REPTIL","ADEVESA 2019",208,"REPTIL"
"380","ADEVESA","2019",2019-07-27,"2","P",25,NA,"ADEVESA 2019",208,"VESPULA"
"381","ADEVESA","2019",2019-07-27,"2","P",25,NA,"ADEVESA 2019",208,"VESPULA"
"382","ADEVESA","2019",2019-07-28,"2","G",26,NA,"ADEVESA 2019",209,"VELUTINA"
"383","ADEVESA","2019",2019-07-28,"2","G",26,NA,"ADEVESA 2019",209,"VELUTINA"
"384","ADEVESA","2019",2019-07-28,"2",NA,26,"REPTIL","ADEVESA 2019",209,"REPTIL"
"385","ADEVESA","2019",2019-07-28,"2","P",26,NA,"ADEVESA 2019",209,"VESPULA"
"386","ADEVESA","2019",2019-07-28,"2",NA,26,"REPTIL","ADEVESA 2019",209,"REPTIL"
"387","ADEVESA","2019",2019-07-28,"2","P",26,NA,"ADEVESA 2019",209,"VESPULA"
"388","ADEVESA","2019",2019-07-28,"2","P",26,NA,"ADEVESA 2019",209,"VESPULA"
"389","ADEVESA","2019",2019-07-28,"2","P",26,NA,"ADEVESA 2019",209,"VESPULA"
"390","ADEVESA","2019",2019-07-28,"2","G",26,NA,"ADEVESA 2019",209,"VELUTINA"
"391","ADEVESA","2019",2019-07-28,"2","P",26,NA,"ADEVESA 2019",209,"VESPULA"
"392","ADEVESA","2019",2019-07-29,"2",NA,27,"REPTIL","ADEVESA 2019",210,"REPTIL"
"393","ADEVESA","2019",2019-07-29,"2","P",27,NA,"ADEVESA 2019",210,"VESPULA"
"394","ADEVESA","2019",2019-07-29,"2",NA,27,"REPTIL","ADEVESA 2019",210,"REPTIL"
"395","ADEVESA","2019",2019-07-29,"2","P",27,NA,"ADEVESA 2019",210,"VESPULA"
"396","ADEVESA","2019",2019-07-29,"2","P",27,NA,"ADEVESA 2019",210,"VESPULA"
"397","ADEVESA","2019",2019-07-29,"2","P",27,NA,"ADEVESA 2019",210,"VESPULA"
"398","ADEVESA","2019",2019-07-29,"2","P",27,NA,"ADEVESA 2019",210,"VESPULA"
"399","ADEVESA","2019",2019-07-30,"2","P",28,NA,"ADEVESA 2019",211,"VESPULA"
"400","ADEVESA","2019",2019-07-30,"2","P",28,NA,"ADEVESA 2019",211,"VESPULA"
"401","ADEVESA","2019",2019-07-30,"2","P",28,NA,"ADEVESA 2019",211,"VESPULA"
"402","ADEVESA","2019",2019-07-30,"2","P",28,NA,"ADEVESA 2019",211,"VESPULA"
"403","ADEVESA","2019",2019-07-30,"2","P",28,NA,"ADEVESA 2019",211,"VESPULA"
"404","ADEVESA","2019",2019-07-30,"2","P",28,NA,"ADEVESA 2019",211,"VESPULA"
"405","ADEVESA","2019",2019-07-30,"2","P",28,NA,"ADEVESA 2019",211,"VESPULA"
"406","ADEVESA","2019",2019-07-31,"2","P",29,NA,"ADEVESA 2019",212,"VESPULA"
"407","ADEVESA","2019",2019-07-31,"2","P",29,NA,"ADEVESA 2019",212,"VESPULA"
"408","ADEVESA","2019",2019-07-31,"2",NA,29,"REPTIL","ADEVESA 2019",212,"REPTIL"
"409","ADEVESA","2019",2019-07-31,"2","P",29,NA,"ADEVESA 2019",212,"VESPULA"
"410","ADEVESA","2019",2019-07-31,"2","P",29,NA,"ADEVESA 2019",212,"VESPULA"
"411","ADEVESA","2019",2019-07-31,"2","G",29,NA,"ADEVESA 2019",212,"VELUTINA"
"412","ADEVESA","2019",2019-07-31,"2","G",29,NA,"ADEVESA 2019",212,"VELUTINA"
"413","ADEVESA","2019",2019-07-31,"2","P",29,NA,"ADEVESA 2019",212,"VESPULA"
"414","ADEVESA","2019",2019-07-31,"2","P",29,NA,"ADEVESA 2019",212,"VESPULA"
"415","ADEVESA","2019",2019-07-31,"2","P",29,NA,"ADEVESA 2019",212,"VESPULA"
"416","ADEVESA","2019",2019-08-01,"2","P",30,NA,"ADEVESA 2019",213,"VESPULA"
"417","ADEVESA","2019",2019-08-01,"2",NA,30,"REPTIL","ADEVESA 2019",213,"REPTIL"
"418","ADEVESA","2019",2019-08-01,"2","P",30,NA,"ADEVESA 2019",213,"VESPULA"
"419","ADEVESA","2019",2019-08-01,"2","P",30,NA,"ADEVESA 2019",213,"VESPULA"
"420","ADEVESA","2019",2019-08-01,"2","P",30,NA,"ADEVESA 2019",213,"VESPULA"
"421","ADEVESA","2019",2019-08-01,"2","P",30,NA,"ADEVESA 2019",213,"VESPULA"
"422","ADEVESA","2019",2019-08-01,"2","G",30,NA,"ADEVESA 2019",213,"VELUTINA"
"423","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"424","ADEVESA","2019",2019-08-02,"2",NA,31,"REPTIL","ADEVESA 2019",214,"REPTIL"
"425","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"426","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"427","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"428","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"429","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"430","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"431","ADEVESA","2019",2019-08-02,"2","P",31,NA,"ADEVESA 2019",214,"VESPULA"
"432","ADEVESA","2019",2019-08-03,"2",NA,32,"REPTIL","ADEVESA 2019",215,"REPTIL"
"433","ADEVESA","2019",2019-08-03,"2",NA,32,"REPTIL","ADEVESA 2019",215,"REPTIL"
"434","ADEVESA","2019",2019-08-03,"2","P",32,NA,"ADEVESA 2019",215,"VESPULA"
"435","ADEVESA","2019",2019-08-03,"2","P",32,NA,"ADEVESA 2019",215,"VESPULA"
"436","ADEVESA","2019",2019-08-03,"2","P",32,NA,"ADEVESA 2019",215,"VESPULA"
"437","ADEVESA","2019",2019-08-04,"2","P",33,NA,"ADEVESA 2019",216,"VESPULA"
"438","ADEVESA","2019",2019-08-04,"2","P",33,NA,"ADEVESA 2019",216,"VESPULA"
"439","ADEVESA","2019",2019-08-04,"2","P",33,NA,"ADEVESA 2019",216,"VESPULA"
"440","ADEVESA","2019",2019-08-04,"2","P",33,NA,"ADEVESA 2019",216,"VESPULA"
"441","ADEVESA","2019",2019-08-04,"2","P",33,NA,"ADEVESA 2019",216,"VESPULA"
"442","ADEVESA","2019",2019-08-05,"2",NA,34,"REPTIL","ADEVESA 2019",217,"REPTIL"
"443","ADEVESA","2019",2019-08-05,"2","P",34,NA,"ADEVESA 2019",217,"VESPULA"
"444","ADEVESA","2019",2019-08-05,"2","P",34,NA,"ADEVESA 2019",217,"VESPULA"
"445","ADEVESA","2019",2019-08-05,"2","P",34,NA,"ADEVESA 2019",217,"VESPULA"
"446","CANTERA","2019",2019-07-18,"2",NA,17,"REPTIL","CANTERA 2019",199,"REPTIL"
"447","CANTERA","2019",2019-07-18,"2","P",17,NA,"CANTERA 2019",199,"VESPULA"
"448","CANTERA","2019",2019-07-18,"2","P",17,NA,"CANTERA 2019",199,"VESPULA"
"449","CANTERA","2019",2019-07-18,"2","P",17,NA,"CANTERA 2019",199,"VESPULA"
"450","CANTERA","2019",2019-07-18,"2",NA,17,"AVE","CANTERA 2019",199,"AVE"
"451","CANTERA","2019",2019-07-18,"2",NA,17,"REPTIL","CANTERA 2019",199,"REPTIL"
"452","CANTERA","2019",2019-07-18,"2","P",17,NA,"CANTERA 2019",199,"VESPULA"
"453","CANTERA","2019",2019-07-18,"2","P",17,NA,"CANTERA 2019",199,"VESPULA"
"454","CANTERA","2019",2019-07-19,"2",NA,18,"REPTIL","CANTERA 2019",200,"REPTIL"
"455","CANTERA","2019",2019-07-19,"2",NA,18,"REPTIL","CANTERA 2019",200,"REPTIL"
"456","CANTERA","2019",2019-07-19,"2",NA,18,"REPTIL","CANTERA 2019",200,"REPTIL"
"457","CANTERA","2019",2019-07-19,"2",NA,18,"AVE","CANTERA 2019",200,"AVE"
"458","CANTERA","2019",2019-07-19,"2","P",18,NA,"CANTERA 2019",200,"VESPULA"
"459","CANTERA","2019",2019-07-19,"2",NA,18,"REPTIL","CANTERA 2019",200,"REPTIL"
"460","CANTERA","2019",2019-07-19,"2",NA,18,"AVE","CANTERA 2019",200,"AVE"
"461","CANTERA","2019",2019-07-19,"2",NA,18,"AVE","CANTERA 2019",200,"AVE"
"462","CANTERA","2019",2019-07-19,"2","P",18,NA,"CANTERA 2019",200,"VESPULA"
"463","CANTERA","2019",2019-07-19,"2","P",18,NA,"CANTERA 2019",200,"VESPULA"
"464","CANTERA","2019",2019-07-20,"2","P",19,NA,"CANTERA 2019",201,"VESPULA"
"465","CANTERA","2019",2019-07-20,"2",NA,19,"AVE","CANTERA 2019",201,"AVE"
"466","CANTERA","2019",2019-07-20,"2","P",19,NA,"CANTERA 2019",201,"VESPULA"
"467","CANTERA","2019",2019-07-20,"2",NA,19,"REPTIL","CANTERA 2019",201,"REPTIL"
"468","CANTERA","2019",2019-07-20,"2",NA,19,"AVE","CANTERA 2019",201,"AVE"
"469","CANTERA","2019",2019-07-20,"2","P",19,NA,"CANTERA 2019",201,"VESPULA"
"470","CANTERA","2019",2019-07-20,"2","P",19,NA,"CANTERA 2019",201,"VESPULA"
"471","CANTERA","2019",2019-07-20,"2",NA,19,"REPTIL","CANTERA 2019",201,"REPTIL"
"472","CANTERA","2019",2019-07-20,"2","P",19,NA,"CANTERA 2019",201,"VESPULA"
"473","FRAMIL","2019",2019-07-17,"2","P",24,NA,"FRAMIL 2019",198,"VESPULA"
"474","FRAMIL","2019",2019-07-17,"2","P",24,NA,"FRAMIL 2019",198,"VESPULA"
"475","FRAMIL","2019",2019-07-17,"2",NA,24,"REPTIL","FRAMIL 2019",198,"REPTIL"
"476","FRAMIL","2019",2019-07-17,"2","P",24,NA,"FRAMIL 2019",198,"VESPULA"
"477","FRAMIL","2019",2019-07-17,"2","P",24,NA,"FRAMIL 2019",198,"VESPULA"
"478","FRAMIL","2019",2019-07-17,"2","G",24,NA,"FRAMIL 2019",198,"VELUTINA"
"479","FRAMIL","2019",2019-07-17,"2","P",24,NA,"FRAMIL 2019",198,"VESPULA"
"480","FRAMIL","2019",2019-07-17,"2","G",24,NA,"FRAMIL 2019",198,"VELUTINA"
"481","FRAMIL","2019",2019-07-17,"2","G",24,NA,"FRAMIL 2019",198,"VELUTINA"
"482","FRAMIL","2019",2019-07-18,"2","G",25,NA,"FRAMIL 2019",199,"VELUTINA"
"483","FRAMIL","2019",2019-07-18,"2","P",25,NA,"FRAMIL 2019",199,"VESPULA"
"484","FRAMIL","2019",2019-07-18,"2",NA,25,"REPTIL","FRAMIL 2019",199,"REPTIL"
"485","FRAMIL","2019",2019-07-18,"2",NA,25,"REPTIL","FRAMIL 2019",199,"REPTIL"
"486","FRAMIL","2019",2019-07-18,"2","P",25,NA,"FRAMIL 2019",199,"VESPULA"
"487","FRAMIL","2019",2019-07-18,"2","P",25,NA,"FRAMIL 2019",199,"VESPULA"
"488","FRAMIL","2019",2019-07-18,"2","P",25,NA,"FRAMIL 2019",199,"VESPULA"
"489","FRAMIL","2019",2019-07-18,"2","P",25,NA,"FRAMIL 2019",199,"VESPULA"
"490","FRAMIL","2019",2019-07-19,"2","G",26,NA,"FRAMIL 2019",200,"VELUTINA"
"491","FRAMIL","2019",2019-07-19,"2","P",26,NA,"FRAMIL 2019",200,"VESPULA"
"492","FRAMIL","2019",2019-07-19,"2",NA,26,"REPTIL","FRAMIL 2019",200,"REPTIL"
"493","FRAMIL","2019",2019-07-19,"2","G",26,NA,"FRAMIL 2019",200,"VELUTINA"
"494","FRAMIL","2019",2019-07-19,"2","P",26,NA,"FRAMIL 2019",200,"VESPULA"
"495","FRAMIL","2019",2019-07-19,"2","P",26,NA,"FRAMIL 2019",200,"VESPULA"
"496","FRAMIL","2019",2019-07-19,"2","P",26,NA,"FRAMIL 2019",200,"VESPULA"
"497","FRAMIL","2019",2019-07-20,"2",NA,27,"AVE","FRAMIL 2019",201,"AVE"
"498","FRAMIL","2019",2019-07-20,"2","G",27,NA,"FRAMIL 2019",201,"VELUTINA"
"499","FRAMIL","2019",2019-07-20,"2","G",27,NA,"FRAMIL 2019",201,"VELUTINA"
"500","FRAMIL","2019",2019-07-20,"2",NA,27,"REPTIL","FRAMIL 2019",201,"REPTIL"
"501","FRAMIL","2019",2019-07-20,"2",NA,27,"REPTIL","FRAMIL 2019",201,"REPTIL"
"502","FRAMIL","2019",2019-07-20,"2","P",27,NA,"FRAMIL 2019",201,"VESPULA"
"503","FRAMIL","2019",2019-07-20,"2","P",27,NA,"FRAMIL 2019",201,"VESPULA"
"504","FRAMIL","2019",2019-07-20,"2",NA,27,"REPTIL","FRAMIL 2019",201,"REPTIL"
"505","FRAMIL","2019",2019-07-20,"2","P",27,NA,"FRAMIL 2019",201,"VESPULA"
"506","FRAMIL","2019",2019-07-20,"2","P",27,NA,"FRAMIL 2019",201,"VESPULA"
"507","FRAMIL","2019",2019-07-20,"2","P",27,NA,"FRAMIL 2019",201,"VESPULA"
"508","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"509","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"510","FRAMIL","2019",2019-07-21,"2",NA,28,"REPTIL","FRAMIL 2019",202,"REPTIL"
"511","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"512","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"513","FRAMIL","2019",2019-07-21,"2",NA,28,"REPTIL","FRAMIL 2019",202,"REPTIL"
"514","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"515","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"516","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"517","FRAMIL","2019",2019-07-21,"2","P",28,NA,"FRAMIL 2019",202,"VESPULA"
"518","FRAMIL","2019",2019-07-22,"2","P",29,NA,"FRAMIL 2019",203,"VESPULA"
"519","FRAMIL","2019",2019-07-22,"2","P",29,NA,"FRAMIL 2019",203,"VESPULA"
"520","FRAMIL","2019",2019-07-22,"2","P",29,NA,"FRAMIL 2019",203,"VESPULA"
"521","FRAMIL","2019",2019-07-22,"2","P",29,NA,"FRAMIL 2019",203,"VESPULA"
"522","FRAMIL","2019",2019-07-22,"2","G",29,NA,"FRAMIL 2019",203,"VELUTINA"
"523","FRAMIL","2019",2019-07-22,"2","P",29,NA,"FRAMIL 2019",203,"VESPULA"
"524","FRAMIL","2019",2019-07-23,"2","G",30,NA,"FRAMIL 2019",204,"VELUTINA"
"525","FRAMIL","2019",2019-07-23,"2",NA,30,"REPTIL","FRAMIL 2019",204,"REPTIL"
"526","FRAMIL","2019",2019-07-23,"2",NA,30,"REPTIL","FRAMIL 2019",204,"REPTIL"
"527","FRAMIL","2019",2019-07-23,"2",NA,30,"REPTIL","FRAMIL 2019",204,"REPTIL"
"528","FRAMIL","2019",2019-07-23,"2","P",30,NA,"FRAMIL 2019",204,"VESPULA"
"529","FRAMIL","2019",2019-07-23,"2","P",30,NA,"FRAMIL 2019",204,"VESPULA"
"530","FRAMIL","2019",2019-07-23,"2","P",30,NA,"FRAMIL 2019",204,"VESPULA"
"531","FRAMIL","2019",2019-07-23,"2","P",30,NA,"FRAMIL 2019",204,"VESPULA"
"532","FRAMIL","2019",2019-07-23,"2","P",30,NA,"FRAMIL 2019",204,"VESPULA"
"533","FRAMIL","2019",2019-07-24,"2","P",31,NA,"FRAMIL 2019",205,"VESPULA"
"534","FRAMIL","2019",2019-07-24,"2",NA,31,"REPTIL","FRAMIL 2019",205,"REPTIL"
"535","FRAMIL","2019",2019-07-24,"2","P",31,NA,"FRAMIL 2019",205,"VESPULA"
"536","FRAMIL","2019",2019-07-24,"2","G",31,NA,"FRAMIL 2019",205,"VELUTINA"
"537","FRAMIL","2019",2019-07-24,"2","G",31,NA,"FRAMIL 2019",205,"VELUTINA"
"538","FRAMIL","2019",2019-07-24,"2","G",31,NA,"FRAMIL 2019",205,"VELUTINA"
"539","FRAMIL","2019",2019-07-24,"2","P",31,NA,"FRAMIL 2019",205,"VESPULA"
"540","FRAMIL","2019",2019-07-24,"2","P",31,NA,"FRAMIL 2019",205,"VESPULA"
"541","FRAMIL","2019",2019-07-25,"2","P",32,NA,"FRAMIL 2019",206,"VESPULA"
"542","FRAMIL","2019",2019-07-25,"2","P",32,NA,"FRAMIL 2019",206,"VESPULA"
"543","FRAMIL","2019",2019-07-25,"2","P",32,NA,"FRAMIL 2019",206,"VESPULA"
"544","FRAMIL","2019",2019-07-25,"2",NA,32,"REPTIL","FRAMIL 2019",206,"REPTIL"
