"","ID","Juliano","Edad","Tamaño","Pollos","Año","MediaCeldi"
"316","PGRANDE 2020",199,23,"Common-wasp","2","2020",509.880487677623
"317","PGRANDE 2020",200,24,"Asian-hornet","2","2020",199.491133502952
"318","PGRANDE 2020",201,25,"Asian-hornet","2","2020",125.271007061893
"319","PGRANDE 2020",201,25,"Common-wasp","2","2020",163.10101859887
"320","PGRANDE 2020",202,26,"Asian-hornet","2","2020",161.006623496477
"321","PGRANDE 2020",202,26,"Common-wasp","2","2020",386.284996697645
"322","PGRANDE 2020",203,27,"Common-wasp","2","2020",279.503571399067
"323","PGRANDE 2020",204,28,"Asian-hornet","2","2020",206.559716973529
"324","PGRANDE 2020",204,28,"Common-wasp","2","2020",413.792632372827
"325","PGRANDE 2020",205,29,"Common-wasp","2","2020",237.321145039929
"326","PGRANDE 2020",206,30,"Asian-hornet","2","2020",119.184171295563
"327","PGRANDE 2020",206,30,"Common-wasp","2","2020",472.613344824414
"328","PGRANDE 2020",207,31,"Asian-hornet","2","2020",132.732289614169
"329","PGRANDE 2020",207,31,"Common-wasp","2","2020",384.550575753476
"330","PGRANDE 2020",208,32,"Asian-hornet","2","2020",134.564885328763
"331","PGRANDE 2020",208,32,"Common-wasp","2","2020",292.822615253349
"332","PGRANDE 2020",209,33,"Asian-hornet","2","2020",153.9380400259
"333","PGRANDE 2020",209,33,"Common-wasp","2","2020",562.443259762998
"334","PGRANDE 2020",210,34,"Asian-hornet","2","2020",187.317461970291
"335","PGRANDE 2020",210,34,"Common-wasp","2","2020",295.309709437441
"336","PGRANDE 2020",211,35,"Asian-hornet","2","2020",92.9387826686981
"337","PGRANDE 2020",211,35,"Common-wasp","2","2020",328.296432300133
"338","PGRANDE 2020",212,36,"Asian-hornet","2","2020",92.6769832808989
"339","PGRANDE 2020",212,36,"Common-wasp","2","2020",424.115008234622
"340","PGRANDE 2020",213,37,"Asian-hornet","2","2020",237.452044733829
"341","PGRANDE 2020",213,37,"Common-wasp","2","2020",579.152605689278
"342","PGRANDE 2020",214,38,"Asian-hornet","2","2020",125.663706143592
"343","PGRANDE 2020",214,38,"Common-wasp","2","2020",218.733388506189
"344","PICONBAJO 2020",193,26,"Asian-hornet","2","2020",107.59954838545
"345","PICONBAJO 2020",194,27,"Asian-hornet","2","2020",140.848070635942
"346","PICONBAJO 2020",194,27,"Common-wasp","2","2020",313.373867195582
"347","PICONBAJO 2020",195,28,"Asian-hornet","2","2020",313.373867195582
"348","PICONBAJO 2020",195,28,"Common-wasp","2","2020",333.008821280518
"349","PICONBAJO 2020",196,29,"Asian-hornet","2","2020",98.174770424681
"350","PICONBAJO 2020",196,29,"Common-wasp","2","2020",386.023197309846
"351","PICONBAJO 2020",197,30,"Asian-hornet","2","2020",161.792021659874
"352","PICONBAJO 2020",197,30,"Common-wasp","2","2020",298.974900866629
"353","PICONBAJO 2020",198,31,"Asian-hornet","2","2020",199.229334115153
"354","PICONBAJO 2020",198,31,"Common-wasp","2","2020",310.232274541992
"355","PICONBAJO 2020",199,32,"Asian-hornet","2","2020",283.528736986479
"356","PICONBAJO 2020",199,32,"Common-wasp","2","2020",355.261769243446
"357","PICONBAJO 2020",200,33,"Asian-hornet","2","2020",175.667389213229
"358","PICONBAJO 2020",200,33,"Common-wasp","2","2020",353.272093896172
"359","PICONBAJO 2020",201,34,"Asian-hornet","2","2020",78.5398163397448
"360","PICONBAJO 2020",201,34,"Common-wasp","2","2020",541.924732744239
"361","PICONBAJO 2020",202,35,"Common-wasp","2","2020",178.285383091221
"362","PICONBAJO 2020",203,36,"Asian-hornet","2","2020",168.467906048753
"363","PICONBAJO 2020",203,36,"Common-wasp","2","2020",462.795867781946
"364","PICONBAJO 2020",204,37,"Asian-hornet","2","2020",201.061929829747
"365","PICONBAJO 2020",204,37,"Common-wasp","2","2020",435.895980685584
"366","PICONBAJO 2020",205,38,"Common-wasp","2","2020",207.188035504247
"367","PICONBAJO 2020",206,39,"Asian-hornet","2","2020",226.980069221863
"368","PICONBAJO 2020",206,39,"Common-wasp","2","2020",124.616508592395
"369","PICONBAJO 2021",167,1,"Asian-hornet","2","2021",71.0785337874691
"370","PICONBAJO 2021",167,1,"Common-wasp","2","2021",127.627201552085
